client_id,name,age,occupation,estimated_income,bank_loans,bank_deposits,total_deposits,total_assets
IND84835,"Margaret Grant",43,"Statistician III",233880.87,729742,1146381.81,2237139.3,239412.22
IND88751,"Lois Oliver",54,"Tax Accountant",325866.66,136489,600544.06,1243901.57,332272.29
IND47511,"Johnny Patterson",76,"Human Resources Assistant II",94314.48,1459532,3760505.45,6178184.7,110183.28
IND57469,"Jennifer Oliver",32,"Chemical Engineer",274475.79,720814,1218779.87,2364009.4699999997,331468.88
IND13603,"Annie Grant",22,"Senior Editor",381103.3,573979,592604.24,1010955.01,403348.85
IND28663,"Roy Ortiz",75,"Analog Circuit Design manager",185228.22,163347,469912.37,909817.22,205146.82
IND21547,"Mark Owens",83,"Office Assistant II",210650.82,707178,30355.17,67660.26,239570.1
IND76281,"Rebecca Cunningham",24,Recruiter,72484.3,353226,160468.52,448608.76999999996,86522.14
IND68811,"Walter Carr",26,"Safety Technician III",264913.69,208823,1447898.55,2506001.38,317814.94
IND74692,"Anne Hunter",70,"Developer II",345819.23,286201,1312115.54,2696697.78,370541.94999999995
IND57450,"Jennifer Alvarez",29,"General Manager",168308.61,126579,105527.85,227934.95,181299.87
IND80645,"Judith Mason",66,"Occupational Therapist",95699.35,113185,68399.89,165589.41,125222.72
IND91185,"Wanda Patterson",72,"Research Assistant I",390347.05,798844,272225.32,830048.9900000001,423064.69
IND97947,"Gary Lopez",57,"Accounting Assistant IV",142392.94,1055435,1200953.26,2108805.43,188086.06
IND88225,"Cheryl Fox",54,"Automation Specialist I",379053.54,1787688,97304.56,205444.68,424700.05
IND58373,"Charles Green",52,"Assistant Professor",47929.95,431729,27367.89,66708.68,65388.84
IND57160,"Anne Garrett",82,Operator,264217.61,531770,914049.58,1849222.02,296180.08999999997
IND87140,"Ernest Smith",70,Paralegal,183031.56,534932,1058173.9,2358856.63,218986.56
IND43888,"Michael Peters",39,"Marketing Manager",58847.05,327630,640243.86,1074471.0799999998,60578.060000000005
IND93701,"Jason Bradley",35,"Design Engineer",305474.84,1345293,269723.7,546039.34,361391.60000000003
IND91174,"Craig Hall",60,"Senior Quality Engineer",307944.31,1321539,806858.37,1508081.34,322301.77
IND24235,"Joseph Fuller",31,"Internal Auditor",210111.51,0,81827.2,175535.55,247509.51
IND49606,"Roger Myers",73,"Budget/Accounting Analyst III",72711.11,282070,221793.11,545608.6399999999,86587.56
IND35234,"Anne Phillips",62,"Nuclear Power Engineer",153294.08,1032232,396539.89,727620.52,200626.56
IND62564,"Marie Hart",20,"Recruiting Manager",365561.24,349750,54859.24,172762.80999999997,403412.08999999997
IND44323,"Deborah Freeman",43,"Programmer II",278325.13,499816,334392.32,806575.82,309732.55
IND33515,"Thomas Dean",40,"Administrative Officer",64687.9,790836,444066.54,815570.96,90901.02
IND60299,"Eric Hanson",40,"Programmer Analyst I",49767.51,168993,219769.86,373052.00999999995,68546.61
IND78861,"Gregory Torres",61,"Nuclear Power Engineer",96837,638342,636611.63,1184246.71,119420.88
IND92647,"Samuel Cunningham",17,"Software Test Engineer I",112505.67,223279,1109608.79,2062930.8800000001,123748.47
IND56044,"Ronald Fisher",49,"Internal Auditor",432010.28,863853,251496.87,725173.1100000001,455357.60000000003
IND36801,"Billy Hamilton",19,"Human Resources Assistant I",113684.56,412965,111178.81,251977.04,119394.95999999999
IND38949,"Michael Carpenter",50,"Graphic Designer",69433.57,1145287,985148.61,1709015.0299999998,99394.82
IND40740,"Kenneth Alvarez",80,"Data Coordiator",129996.19,447947,1013124.65,1620945.42,137529.53
IND48919,"Roy Hudson",62,"Office Assistant IV",100901.3,50877,505043.45,862378.59,122069.3
IND43851,"Mark Lawrence",20,"Mechanical Systems Engineer",167943.88,665637,153113.14,389487.3400000001,181997.89
IND82642,"Teresa Graham",84,"Biostatistician IV",131150.24,298772,647719.46,1274706.42,144830.99
IND86812,"Ryan Carr",19,"VP Marketing",366034.24,559076,1532568,2981258.5700000003,383508.92
IND13296,"John Powell",76,"Assistant Manager",128380.31,2015151,570860.32,936957.1199999999,168033.16999999998
IND39713,"Samuel Thompson",17,"Administrative Assistant II",402930.83,395886,1070724.13,1929182.14,412776.60000000003
IND12660,"Gregory Reed",61,"Software Engineer I",480745.86,270005,1112801.54,1868003.1300000001,550348.3099999999
IND41076,"Justin Rice",69,"Research Nurse",113169.48,163914,545505.68,1047825.6400000001,139386.2
IND64863,"Steven Hall",64,"Speech Pathologist",282986.86,672434,1503762.65,2931740.26,287795.58999999997
IND76341,"Philip Bryant",63,"Human Resources Manager",79064.7,440513,478134.75,900448.8,119624.7
IND50293,"Daniel Martin",42,"Database Administrator III",217152.92,442209,2150327.79,3579953.85,257585.52000000002
IND32223,"Maria GoPKRales",56,"Information Systems Manager",205230.68,214775,129367.97,251518.75,214706.55
IND63518,"Andrew Gray",56,"Assistant Professor",141076.93,286219,1419823.59,2361694.97,164918.41
IND98503,"Jack Griffin",40,Editor,89051.64,234065,130298.13,350778.04000000004,93382.95999999999
IND38742,"Juan Evans",66,"Database Administrator IV",36306.25,509390,367935.51,580559.26,41587.75
IND98838,"Ryan Mason",72,Recruiter,131060.16,1230160,1476110.5,2514632.0599999996,158447.96
IND52011,"Nicholas Chavez",39,"Research Associate",347873.76,583356,474517.29,988110.54,356024.63
IND27143,"Harry Watson",24,"Clinical Specialist",53882.64,378782,1654622.91,2547643.99,57951.44
IND67603,"Christine Bell",60,"Cost Accountant",231058.46,852716,564498.46,1191082.78,246616.94
IND65057,"Anthony Murray",66,"Statistician IV",335256.24,1617782,1512888.59,2733087.92,394705.32
IND16812,"Larry Hamilton",78,"Account Representative II",151559.32,342906,529821.65,1004387.62,168654.40000000002
IND39500,"Nicholas Griffin",64,"Computer Systems Analyst II",44123.98,450969,380147.71,751710.79,52516.61
IND69752,"Jeremy Bryant",34,"Programmer Analyst I",91594.72,1003172,809741.08,1647955.0200000003,119508.32
IND50261,"Chris Reyes",79,"Sales Associate",196645.5,1206253,648147.54,1105679.4000000001,234610
IND20655,"Victor Jenkins",43,Paralegal,361257.67,704828,298804.88,542507.12,412932.35
IND84018,"Lois Griffin",41,"Geologist II",21741.38,327243,136512.06,268923.48,28038.100000000002
IND52284,"Emily Bryant",26,"Human Resources Assistant IV",285493.07,395562,199546.75,576789.64,333029.52
IND38633,"Jimmy Harper",71,"Nuclear Power Engineer",264059.28,315540,1114277.64,1873589.5799999998,297153.26
IND94590,"Howard Hunt",37,"Biostatistician II",126030.66,832161,296880.2,567358.43,159028.16
IND29286,"Carolyn Martinez",24,"Statistician IV",15919.48,345277,274261.19,548083.04,20057.77
IND86944,"Ann White",59,"Staff Scientist",204822.53,717965,154796.16,327586.37,236249.57
IND82767,"Daniel Gomez",51,"Accounting Assistant I",361269.3,272548,2720079.9,4757310.81,368888.7
IND64440,"Carlos Romero",24,"Staff Accountant III",253010.88,484644,419094.98,831357.31,300721.08
IND97211,"Johnny Fields",26,"Software Test Engineer II",290646.58,1028199,267004.59,582214.03,335095.72000000003
IND60063,"Jessica Ruiz",43,"Accountant IV",86331.99,196483,46348.64,111721.21,95859.84000000001
IND91861,"Frank Adams",79,"Accountant IV",70220.07,662458,667288.87,1381967.4,114888.19
IND98755,"Joan Miller",84,"Web Developer I",92465.88,66963,361818.94,887002.3999999999,121957.68000000001
IND93695,"William Long",53,"Staff Accountant II",87221.55,438263,394022.59,820285.8200000001,89949.75
IND56540,"Chris Ortiz",50,"Administrative Assistant IV",191245.96,793387,1052777.8,1837249.26,207759.88
IND79052,"Aaron Cook",85,"Research Assistant II",33307.93,178107,49529.08,151392.36,52374.490000000005
IND54277,"Victor Gardner",69,"Geologist IV",161586.76,242337,173003.7,331263.84,169071.82
IND60443,"Linda Brooks",33,"Account Representative III",119834.04,591960,743986.89,1506559.88,145059.68
IND66045,"Helen Meyer",43,"Nuclear Power Engineer",89484.82,1386918,1020703.06,2022263,141842.48
IND80791,"Paula Ross",46,"Account Representative IV",165293.45,564777,421648.8,991124.91,171483.83000000002
IND67613,"Jimmy Ramos",39,"Budget/Accounting Analyst III",80619.06,228550,390933.73,728402.27,97481.31
IND74089,"Carolyn Wilson",35,"Registered Nurse",74979.15,737955,477508.08,1061056.62,128042.54999999999
IND60913,"Eric Taylor",43,"Safety Technician IV",146047.74,911441,175550.17,352773.1,164489.53999999998
IND98087,"Eugene Castillo",40,"Community Outreach Specialist",105795.48,482446,182978.34,349730.54,110054.12999999999
IND31887,"Ernest Oliver",17,"Data Coordiator",173201.42,77485,910625.5,1717935.89,184951.62000000002
IND67190,"Kevin Ward",26,"Biostatistician IV",64025.91,248474,269465.47,624651.8,75200.15000000001
IND95893,"Catherine Edwards",36,"Financial Advisor",236680.12,648041,60731.76,190178.55000000002,262832.83999999997
IND59612,"Thomas Robertson",50,"Help Desk Operator",169087.17,1324815,922185.42,1599354.69,215825.37
IND57231,"Adam Spencer",46,"Research Assistant III",311847.87,1132511,324404.48,739442.24,322718.73
IND20899,"Stephen Schmidt",55,"Geologist IV",47981.48,270267,1084086.7,1944380.03,59318.94
IND79950,"Paula Spencer",29,"Senior Cost Accountant",140614.48,629518,329466.05,786037.6,159559.56
IND69031,"Betty Ray",50,Professor,225930.71,552212,474054.31,994865.0700000001,251698.75999999998
IND78617,"Howard Jordan",50,"Accountant I",348711.69,1852223,1453804.31,2553739.08,359480.17
IND92044,"Brian Flores",46,"GIS Technical Architect",291586.71,1121860,635576.56,1442228.37,303731.63
IND94650,"Fred Jordan",68,"Accountant III",116238.09,752085,90992.64,257451.98,169340.49
IND62018,"Norma Little",50,"Database Administrator III",131067.01,127565,218455.09,584628.74,146920.87
IND97714,"Theresa Ward",58,"VP Quality Control",86055.55,537840,279314.42,678683.0800000001,120463.99
IND62445,"Lawrence Tucker",17,"Engineer II",97432.26,213847,203074.46,362397.01,103542.06999999999
IND34780,"Michelle Martin",53,"Accounting Assistant IV",162007.5,350348,88823.51,251671.09,173864.54
IND97314,"John Davis",80,"Senior Financial Analyst",96994.77,1005650,670727.85,1154634.7299999997,109011.46
IND96807,"Robert Parker",35,"Senior Cost Accountant",161205.73,780105,278287.04,752240.38,190241.73
IND34442,"Diana Ross",41,"Staff Accountant II",51237.92,464883,265391.68,577723.67,66549.86
IND57917,"Jane Hicks",58,"Safety Technician III",266528.75,1237588,0,70622.8,290888.94
IND57474,"Kathryn Daniels",58,"Marketing Manager",294510.42,227473,572521.48,1379224.34,345453.62
IND62022,"Ruth Weaver",73,"Administrative Officer",42998.48,194925,981961.69,1820140.25,52203.68000000001
IND98847,"Jacqueline Boyd",23,"Data Coordiator",58825.36,351067,684283.25,1409723.07,92659.42
IND93864,"Lawrence Medina",47,"Biostatistician IV",151760.17,304777,489210.03,1175627.2200000002,206453.96000000002
IND71100,"Mildred Young",24,"Sales Representative",142413,571831,183586.56,498604.1,164160
IND28425,"Gregory West",45,"Cost Accountant",185141.25,890870,470005.08,792198.4100000001,222486
IND24753,"Ralph Chapman",37,Recruiter,140464.07,384163,268653.24,629476.57,160424.67
IND75584,"Patrick Thomas",27,"Help Desk Technician",167973.75,487484,322763.99,855139.3200000001,171934.5
IND82408,"Henry Chapman",35,"Research Assistant I",148323.72,17385,65615.31,204013.22999999998,179081.19
IND59517,"Mark Henry",38,"Web Designer III",56445,521609,163906.23,414527.52,95000
IND20659,"Kathleen Lee",67,"Nurse Practicioner",205039.92,325697,256902.3,593263.71,218937.88
IND17087,"Steven Jacobs",69,"Account Coordinator",90748.37,956319,1324552.52,2265824.93,142354.25
IND54827,"Russell Gibson",21,"Statistician II",439739.98,1639318,291883.22,622895.47,459509.86
IND73702,"Joe Anderson",45,"Systems Administrator IV",183800.06,897684,997276.08,1779114.9400000002,199859.86
IND30737,"Johnny Spencer",36,"Geologist IV",330725.4,198858,1374639.73,2598088.71,363370.32
IND25733,"Brian Lawrence",77,"Accountant III",140928.74,818216,73199.45,184531.99,164820.08
IND21564,"Joe Wells",62,"Software Test Engineer III",155712.08,938494,557439.61,910106.48,183383.84999999998
IND42415,"William Rose",84,"Marketing Manager",111451.97,1151040,1146054.37,1810274.81,139444.22
IND14959,"Anne Weaver",63,"Statistician III",38204.32,186596,168330.37,352553.98000000004,69791.12
IND74028,"Kathryn Brooks",59,"Developer I",124157.09,149171,283228.4,690492.55,143260.13
IND70570,"Douglas Vasquez",71,"Analog Circuit Design manager",69702.8,182135,686320.34,1217171.83,84277.36
IND35225,"Bonnie Romero",64,"Human Resources Assistant I",68808.96,633474,289579.71,691620.65,88597.56
IND76179,"Joe Phillips",48,"Biostatistician I",198144.54,661792,334496.43,857691.8899999999,220054.30000000002
IND55647,"Sarah Nichols",69,"Accounting Assistant I",365061.54,1427743,1030675.81,1882970.4500000002,431218.35
IND89010,"Kathleen Reed",35,"Database Administrator III",292505.42,1226790,300043.59,789983.4,323346.58999999997
IND24422,"Eugene Rodriguez",79,"Accountant III",190359.19,419167,1641146.99,2566386.37,234337.11
IND84352,"Willie Hanson",25,"Software Test Engineer IV",87282,54130,37028.98,101599.37000000001,101474.4
IND38237,"Philip Martin",19,"Recruiting Manager",218710.79,82605,169348.07,422186.99,249940.95
IND54321,"Benjamin Duncan",75,"Accountant I",72773.48,668114,570888.34,982546.1499999999,87789.31999999999
IND61299,"Gerald Owens",28,"Accountant III",386244.55,373659,1962821.31,3419399.0900000003,394257.49
IND22254,"Scott Ross",60,"Web Designer IV",96691.35,210320,117721.19,241673.97,130221.63
IND13347,"Jean Reed",78,"Accountant III",280286.64,153327,611071.7,1333500.9,322984.39
IND84771,"Bobby Wood",38,"Recruiting Manager",291861.24,479875,2129776.63,3918073.86,348181.47
IND37011,"Ashley Robertson",81,"Staff Accountant III",156567.36,157442,1279046.54,2118377.01,199547.75999999998
IND90697,"Juan Hughes",24,"Sales Representative",118836.19,1158653,774143.81,1373977.4,140259.48
IND18049,"Walter Mccoy",38,"Staff Accountant III",396733.64,376265,995012.7,1635522.8800000001,422594.78
IND74615,"Kathleen Bryant",69,"Staff Accountant IV",236387.58,687542,243023.26,579727.68,283063.43
IND77494,"Willie Walker",64,"Web Designer I",98927.54,778916,533403.62,959905.38,117465.84
IND48525,"Eugene Boyd",69,"Speech Pathologist",150510.55,418953,950337.24,1596790.6500000001,163414.21
IND16052,"Brenda Miller",83,"Accounting Assistant II",32073.35,50736,147943.13,337053.77,34751.59
IND50738,"Andrea Mills",35,"Business Systems Development Analyst",206263.62,698208,119493.39,302627.81,239742.18
IND85690,"Norma Washington",22,"Desktop Support Technician",488443.97,414468,82899.34,245591.17,526581.65
IND61194,"Lawrence Perry",24,"Desktop Support Technician",99158.69,645354,617206.2,1397407.47,143968.61
IND63043,"Fred Larson",57,"Programmer Analyst I",73938.15,104627,70248.6,177465.33000000002,77575.34999999999
IND26448,"Raymond Mills",59,"Geologist I",307710.01,46240,281809.65,761534.68,346386.37
IND92735,"Todd Sims",55,"Research Assistant II",92114.96,217896,294751.53,576640.77,110988.16
IND84491,"Thomas Robertson",46,"Clinical Specialist",237712.32,984354,78922.9,187263.5,270196.32
IND56629,"Sharon Davis",64,"Junior Executive",102321.97,349666,61904.57,159672.32,110501.88
IND52032,"Judy Williamson",46,"Office Assistant III",124291.77,734431,776427.98,1381186.83,138617.97
IND18823,"Timothy Miller",20,"Geologist III",31270.5,115778,132877.02,324272.95,41747.1
IND57208,"Rachel Ellis",47,"Technical Writer",312880.96,110720,481590.33,980926.3800000001,322320.16000000003
IND32855,"Norma Gibson",41,"Account Coordinator",106006.79,584429,223047.83,554576.57,113421.68
IND24817,"Daniel Sims",49,"Business Systems Development Analyst",130654.72,253335,522543.96,992375.16,143166.32
IND68120,"Annie Price",18,"Registered Nurse",91471.63,367291,620185.12,1193050,110201.77
IND28222,"Randy GoPKRalez",40,"Web Designer II",153744.58,1224014,1249137.19,1946589.2499999998,217139.15
IND47326,"Julie Wheeler",46,"Help Desk Operator",165751.68,216547,490931.68,958291.72,183409.56
IND45822,"Denise Payne",36,"Engineer IV",77596.15,423373,233951.1,532161.9099999999,85655.67
IND96083,"Jeffrey Parker",69,"Physical Therapy Assistant",287617.05,681069,2609169.92,4322127.12,298177.25
IND43081,"Carolyn Price",76,"Accountant I",118852.36,466451,255292.91,523499.79000000004,141597.16
IND78182,"Jennifer Bennett",79,"Developer I",83994.66,534980,550849.92,1148353.32,87460.90000000001
IND98632,"John Flores",81,"Desktop Support Technician",440914.64,1905896,976955.69,1721074.14,492561.60000000003
IND48103,"Douglas Cole",73,"Marketing Manager",319195.38,916496,895195.27,1775884.02,373582.64
IND52448,"Roger Romero",77,"Account Representative I",206362.56,232222,1868783.85,3162022.69,230025.36
IND38403,"Marie Peterson",55,"Software Engineer III",46575.66,584254,241112.03,632916.55,67055.39
IND99962,"Joan Allen",27,"Structural Engineer",140412.85,138065,217030.91,577725.32,166567.09
IND70182,"Aaron Palmer",75,"Senior Cost Accountant",72997.57,1026727,1188540.59,2095222.44,97901.67000000001
IND17319,"Norma Little",84,"Environmental Tech",52989.01,146524,51426.54,143796.16999999998,75991.37
IND72327,"Fred Schmidt",76,"Automation Specialist II",142608.78,593777,565070.6,1329626.9300000002,165445.35
IND59532,"Wanda GoPKRales",60,"Developer I",68511.32,143116,123081.34,351955.93000000005,91696.17000000001
IND29309,"Joan Duncan",58,"Engineer III",17226.85,25731,106528.13,250440.40000000002,20211.93
IND36108,"Irene Hall",54,"Office Assistant III",332248.45,1242539,450061.73,902382.6599999999,374870.53
IND86953,"Jason Freeman",21,"Health Coach III",192608.67,1396354,1571606.99,2970510.14,200710.83000000002
IND86901,"Cheryl Allen",57,"Cost Accountant",124124.85,812507,1280099.99,2444720.0599999996,144350.55000000002
